show_id	type	title	director	cast	country	date_added	release_year	rating	duration	listed_in	description
s327	Movie	Kon-Tiki	Joachim RÃ¸nning, Espen Sandberg	PÃ¥l Sverre Hagen, Anders Baasmo Christiansen, Tobias Santelmann, Gustaf SkarsgÃ¥rd, Odd Magnus Williamson, Jakob Oftebro, Agnes Kittelsen, Peter Wight, Amund Hellum Noraker, Eilif Hellum Noraker	United Kingdom, Norway, Denmark, Germany, Sweden	April 26, 2019	2012	PG-13	96 min	Action & Adventure, Dramas, International Movies	With five loyal friends in tow, explorer Thor Heyerdahl sails a fragile balsa wood raft along an ancient path some 4,300 miles across the Pacific.
s328	Movie	Hikaru Utada Laughter in the Dark Tour 2018		Hikaru Utada	Japan	June 26, 2019	2018	TV-PG	141 min	International Movies, Music & Musicals	Celebrating twenty years since her debut, Hikaru Utada takes the stage at Makuhari Messe for the final performance of her Laughter in the Dark Tour.
s329	Movie	Trophy	Shaul Schwarz, Christina Clusiau		United Kingdom, Namibia, South Africa, Zimbabwe, United States	February 13, 2018	2017	TV-MA	110 min	Documentaries, International Movies	This documentary explores the tensions between the lucrative big-game hunting business and wildlife conservation from a variety of perspectives.
s330	TV Show	Food Wars!: Shokugeki no Soma		Yoshitsugu Matsuoka, Risa Taneda, Minami Takahashi, Shizuka Ishigami, Natsuki Hanae, Yuki Ono, Takahiro Sakurai, Ai Kayano, Maaya Uchida, Taishi Murata, Yusuke Kobayashi, Saori Onishi, Hisako Kanemoto, Chinatsu Akasaki, Nobuhiko Okamoto, Junichi Suwabe, Yuichi Nakamura, Jun Fukuyama	Japan	October 1, 2020	2016	TV-MA	2 Seasons	Anime Series, International TV Shows, Teen TV Shows	Young chef Soma enters the prestigious Totsuki Culinary Academy, where he must emerge victorious in over-the-top cooking battles or face expulsion.
s331	Movie	The Old Thieves: The Legend of Artegios	Everardo GonzÃ¡lez		Mexico	November 1, 2019	2007	TV-MA	97 min	Documentaries, International Movies	While carrying out prison sentences, five notorious thieves in Mexico City share their principles, preferred methods and respect for the craft.
s332	Movie	Break Ke Baad	Danish Aslam	Imran Khan, Deepika Padukone, Shahana Goswami, Lillete Dubey, Sharmila Tagore, Navin Nischol, Parzan Dastur, Neelu Kohli, Ziyah Vastani, Yudhishtir Urs, Grady McGahan	India	November 19, 2020	2010	TV-14	108 min	Comedies, International Movies, Music & Musicals	Childhood friends Abhay and Aaliya experience plenty of obstacles in their paths as they find their way in the world and back to each other.
s333	Movie	Occupation	Luke Sparke	Daniel Ewing, Temuera Morrison, Stephanie Jacobsen, Rhiannon Fish, Zachary Garred, Izzy Stephens, Charles Terrier, Charles Mesure, Felix Williamson, Jacqueline McKenzie, Aaron Jeffery, Bruce Spence	Australia	January 3, 2019	2018	R	120 min	Action & Adventure, Sci-Fi & Fantasy	When aliens take over their small Australian town, a modest group of survivors must unite to fend off their otherworldly intruders.
s334	Movie	Cadaver	Jarand Herdal	Gitte Witt, Thomas Gullestad, ThorbjÃ¸rn Harr, Tuva Olivia Remman, Trine Wiggen, Maria Grazia Di Meo, Kingsford Siayor, Jonatan Rodriguez	Norway	October 22, 2020	2020	TV-MA	87 min	Horror Movies, International Movies	When a peculiar hotel dinner show draws crowds during a postapocalyptic famine, one family discovers they'll pay much more than the price of admission.
s335	Movie	Crazy Beautiful You	Mae Czarina Cruz	Kathryn Bernardo, Daniel Padilla, Lorna Tolentino, Gabby Concepcion, Inigo Pascual	Philippines	August 6, 2019	2015	TV-14	114 min	Comedies, Dramas, International Movies	A rebellious daughter accompanies her mother on a medical mission where she falls for the handsome politician's son assigned to be her chaperone.
s336	Movie	Asura Guru	A. Raajdheep	Vikram Prabhu, Subbaraju, Mahima Nambiar, Yogi Babu, Jagan	India	June 13, 2020	2020	TV-14	117 min	Dramas, International Movies	For a tech-savvy thief, elaborate robberies and evading the police are second nature until a private detective is hired to investigate his latest heist.
s337	TV Show	Dance & Sing with True		Michela Luci, Jamie Watson, Anna Claire Bartlam, Dante Zee, Eric Peterson		May 18, 2018	2018	TV-Y	1 Season	Kids' TV	True and her friends are making music â€“ and they want you to dance and sing along. So cut loose, silly goose! These fun beats are totally sweet.
s338	Movie	Back to Q82	Ahmed Siddiqui	Jassim Al Nabhan, Abdel Imam Abdullah, Abdulaziz El Nassar, Khalid Muthafar, Amal Anbari, Ali Al-Hamdaan, El Hussein Abd, Nawaf Al Shemmeri, Bashar Abd Alah, Naser Albouloshy	Kuwait, United States	July 8, 2021	2017	TV-14	104 min	Comedies, International Movies	Eager to rejoin her divorced parents, an inventor's daughter drives his time-traveling car back to 1982. But a secret crush accidentally follows.
s339	Movie	My Life as a Zucchini	Claude Barras	Gaspard Schlatter, Sixtine Murat, Paulin Jaccoud, Michel Vuillermoz, Raul Ribera, Estelle Hennard, Elliot Sanchez, Lou Wick, Brigitte Rosset, Natacha Koutchoumov, Monica Budde, Adrien Barazzone, Will Forte, Nick Offerman, Ellen Page, Amy Sedaris	Switzerland, France	October 1, 2017	2016	PG-13	68 min	Comedies, Dramas, International Movies	A 9-year-old boy finds his life upended when he's sent to live in an orphanage in this stop-motion animated tale of loss, friendship and young love.
s340	Movie	Down The Fence	M.J. Isakson		United States	January 15, 2018	2017	TV-PG	94 min	Documentaries	The human-equine bond propels the unique and challenging sport of reined cow horse, in which dedicated trainers compete for the national championship.
s341	Movie	Uncut Gems	Josh Safdie, Benny Safdie	Adam Sandler, LaKeith Stanfield, Kevin Garnett, Julia Fox, Idina Menzel, Eric Bogosian, Judd Hirsch, Abel Tesfaye	United States	May 25, 2020	2019	R	135 min	Dramas, Thrillers	With his debts mounting and angry collectors closing in, a fast-talking New York City jeweler risks everything in hopes of staying afloat and alive.
s342	Movie	The American Meme	Bert Marcus	Paris Hilton, Josh Ostrovsky, Brittany Furlan, Kirill Bichutsky, DJ Khaled, Emily Ratajkowski, Hailey Baldwin	United States	December 7, 2018	2018	TV-MA	98 min	Documentaries	Social media stars Paris Hilton, Josh Ostrovsky, Brittany Furlan and Kirill Bichutsky hustle to build online empires â€“ and face the pitfalls of fame.
s343	TV Show	Single Ladies Senior		Summer Meng, Christina Mok, Alina Cheng, Bonnie Wang		December 22, 2018	2018	TV-MA	1 Season	International TV Shows, Romantic TV Shows, TV Dramas	Four best friends and spirited career women navigate the treacherous world of romance â€“ even as it stands in the way of work and friendship.
s344	TV Show	Cheer			United States	January 8, 2020	2020	TV-MA	1 Season	Docuseries, Reality TV, Teen TV Shows	This gripping docuseries follows the ups and downs of Navarro College's competitive cheer squad as they work to win a coveted national title.
s345	Movie	Quigley Down Under	Simon Wincer	Tom Selleck, Laura San Giacomo, Alan Rickman, Chris Haywood, Ron Haddrick, Tony Bonner, Jerome Ehlers, Ben Mendelsohn, Conor McDermottroe, Roger Ward	Australia, United States	December 1, 2020	1990	PG-13	120 min	Action & Adventure	After traveling to Australia for a job, a sharpshooting cowboy becomes a target himself when he refuses an immoral assignment from a corrupt landowner.
s346	Movie	Cloud Atlas	Lilly Wachowski, Lana Wachowski, Tom Tykwer	Tom Hanks, Halle Berry, Jim Broadbent, Hugo Weaving, Jim Sturgess, Doona Bae, Ben Whishaw, Keith David, James D'Arcy, Zhou Xun	Germany, United States, Hong Kong, Singapore	August 1, 2017	2012	R	172 min	Action & Adventure, Cult Movies, Dramas	In this star-studded drama, six seemingly disparate stories explore the complicated links that humanity shares through the generations.
s347	TV Show	The Holiday Movies That Made Us			United States	December 1, 2020	2020	TV-PG	1 Season	Docuseries	Unwrap the real stories behind these iconic Christmas blockbusters, thanks to insider interviews and behind-the-scenes peeks.
s348	TV Show	Cursed		Katherine Langford, Devon Terrell, Gustaf SkarsgÃ¥rd, Daniel Sharman, Sebastian Armesto, Lily Newmark, Shalom Brune-Franklin, Matt Stokoe, Bella Dayne, Peter Mullan, Emily Coates	United Kingdom, Australia	July 17, 2020	2020	TV-MA	1 Season	TV Action & Adventure, TV Dramas, TV Sci-Fi & Fantasy	Armed with mysterious powers and a legendary sword, young rebel NimueÂ joins forces with charming mercenary Arthur on a mission to save her people.
s349	Movie	Pope Francis: A Man of His Word	Wim Wenders	Pope Francis	Switzerland, Vatican City, Italy, Germany, France	January 3, 2019	2018	PG	96 min	Documentaries, Faith & Spirituality, International Movies	Documentary filmmaker Wim Wenders travels the world with Pope Francis, recording the controversial pontiff's humanist views in a sharply divided age.
s350	Movie	The Angel	Ariel Vromen	Marwan Kenzari, Hannah Ware, Toby Kebbell, Waleed Zuaiter, Maisa Abd Elhadi, Sasson Gabai, Mickey Leon, Ori Pfeffer, Slimane Dazi	Israel, United States	September 14, 2018	2018	TV-MA	114 min	Dramas, International Movies, Thrillers	As his country prepares for war, top Egyptian official Ashraf Marwan makes contact with Israel and wades into a shadowy game of high-stakes espionage.
s351	Movie	Illegal Woman	Ramon TÃ©rmens	Daniel Faraldo, Isak FÃ©rriz, Yolanda Sey, Raquel CamÃ³n, Adeline Flaun, Klaudia DudovÃ¡, Boris Ruiz, Ã€ngels Bassas, Ahmad Alhamsho, Abdel Aziz El Mountassir	Spain	May 11, 2021	2020	TV-MA	119 min	Dramas, International Movies	An immigration lawyer and a Nigerian woman caught in a ring of corruption team up to uncover the truth behind a suspicious death in a detention center.
s352	TV Show	Africa		David Attenborough	United Kingdom	April 28, 2016	2013	TV-PG	1 Season	British TV Shows, Docuseries, International TV Shows	This five-part nature series chronicles fascinating stories of survival on the African continent, home to the most diverse animal life on the planet.
s353	Movie	Devrai	Sumitra Bhave, Sunil Sukthankar	Atul Kulkarni, Sonali Kulkarni, Tushar Dalvi, Devika Daftardar, Amruta Subhash, Mohan Agashe, Ashwin Chitale, Jyoti Subhash	India	January 1, 2018	2004	TV-PG	123 min	Dramas, International Movies	After science student Shesh Shahi â€“ a shy eccentric with a strange connection to nature â€“ is examined by a team of mental hospital doctors, a gripping portrait of schizophrenia emerges.
s354	Movie	Night on Earth: Shot in the Dark		Samira Wiley	United Kingdom	February 1, 2020	2020	TV-PG	59 min	Movies	This look behind the scenes shows how worldwide camera crews climbed, dived and froze to capture the documentary's groundbreaking night footage.
s355	TV Show	Los 10 aÃ±os de Peter Capusotto		Diego Capusotto, Ivana Acosta		June 29, 2018	2015	TV-MA	1 Season	International TV Shows, Spanish-Language TV Shows, TV Comedies	Fictional personality Peter Capusotto parodies Argentine culture and rock music in a series of humorous sketches with recurring characters.
s356	Movie	Menahi	Ayman Makram	Fayez Al-Malki, Mona Wasef, Abdel Imam Abdullah, Reem Abdel Aziz, Dana Jabr, Emad Al Youssef, Remas Mansoor, Khalid Mengah	Saudi Arabia	June 11, 2020	2008	TV-14	101 min	Comedies, International Movies	A stranger to civilian life, a young Saudi farmer travels to Dubai, where he experiences a series of hilarious misadventures.
s357	Movie	Officer Downe	Shawn Crahan	Kim Coates, Tyler Ross, Lauren VÃ©lez, Reno Wilson, Bruno Gunn, Tracy Vilar, Sona Eyambe, Corey Taylor, Meadow Williams	United States	March 30, 2017	2016	R	91 min	Action & Adventure	Fallen Los Angeles police officer Terrence Downe finds new life as a secret weapon: a scientifically altered super-cop with unlimited lives.
s358	TV Show	The Minimighty Kids			France	 April 15, 2018	2012	TV-G	2 Seasons	Kids' TV, TV Comedies	Some have big feet or a sniffly nose, others are clumsy or too sweaty â€“ but these kids soon discover their mini problems can become superpowers.
s359	Movie	IO	Jonathan Helpert	Margaret Qualley, Anthony Mackie, Danny Huston	United States	January 18, 2019	2019	TV-14	96 min	Dramas, Sci-Fi & Fantasy	As a young scientist searches for a way to save a dying Earth, she finds a connection with a man who's racing to catch the last shuttle off the planet.
s360	Movie	99 Songs (Telugu)				May 21, 2021	2021	TV-14	131 min	Dramas, International Movies, Music & Musicals	Challenged to compose 100 songs before he can marry the girl he loves, a tortured but passionate singer-songwriter embarks on a poignant musical journey.
s361	Movie	The Lodgers	Brian O'Malley	Charlotte Vega, Bill Milner, David Bradley, Eugene Simon, Moe Dunford, Deirdre O'Kane, Roisin Murphy, Anthony Murphy, Brendan O'Rourke, Emmett Kelly	Ireland	August 23, 2018	2017	R	93 min	Horror Movies, International Movies	Twin siblings live under a curse in their ancestral home, but one of them is tempted to defy house rules, angering the spirits keeping them hostage.
s362	Movie	Holiday Rush	Leslie Small	Romany Malco, Sonequa Martin-Green, Darlene Love, Deon Cole, La La Anthony, Deysha Nelson, Amarr M. Wooten, Selena-Marie Alphonse, Andrea-Marie Alphonse	United States	November 28, 2019	2019	TV-PG	94 min	Children & Family Movies, Dramas	A widowed radio DJ and his four spoiled kids need to tighten their belts and pull together when their life of luxury turns lean just before Christmas.
s363	Movie	What a Wonderful Family!	Huang Lei	Huang Lei, Sun Li, Lee Li-Chun, Zhang Weixin, Hai Qing, Wang Xun, Wei Daxun, Lorene Ren, Lei Huang	China	July 1, 2018	2017	TV-14	102 min	Comedies, Dramas, International Movies	In a large family living under one roof, a storm brews when the matriarch requests a divorce from her husband on their 50th anniversary.
s364	Movie	Sunday's Illness	RamÃ³n Salazar	BÃ¡rbara Lennie, Susi SÃ¡nchez, Miguel Ãngel SolÃ¡, Richard Bohringer	Spain	June 15, 2018	2017	PG-13	113 min	Dramas, Independent Movies, International Movies	Decades after being abandoned as a young child, Chiara finds her mother and asks her to spend 10 days together in a remote location.
s365	Movie	Secret	Jay Chou	Jay Chou, Lun-Mei Kwai, Anthony Wong Chau-Sang, Kai-xuan Tseng, Devon Song, Jun Lang Huang, Zhan Yuhao	Hong Kong, Taiwan	July 1, 2018	2007	TV-PG	101 min	Dramas, International Movies, Music & Musicals	Enchanted by a pretty pianist and the haunting melody she plays, a musical prodigy falls in love. But a secret soon threatens to derail their romance.
s366	Movie	Nightcrawler	Dan Gilroy	Jake Gyllenhaal, Rene Russo, Riz Ahmed, Bill Paxton, Kevin Rahm, Michael Hyatt, Ann Cusack, Marco Rodriguez, Michael Papajohn, Kent Shocknek, James Huang	United States	August 10, 2020	2014	R	118 min	Dramas, Independent Movies, Thrillers	A young hustler finds success trolling the streets of Los Angeles to film disasters and death. But the darkness he captures starts to take hold of him.
s367	Movie	Man of Tai Chi	Keanu Reeves	Keanu Reeves, Tiger Chen, Karen Mok, Simon Yam, Qing Ye, Hai Yu, Sam Lee, Iko Uwais	United States, China, Hong Kong	July 26, 2018	2013	R	105 min	Action & Adventure, Dramas	In this kung fu tale set in Beijing, a young man armed with incomparable martial arts skills gets embroiled in the world of underground fight clubs.
s368	Movie	Resident Evil: Afterlife	Paul W.S. Anderson	Milla Jovovich, Ali Larter, Kim Coates, Shawn Roberts, Sergio Peris-Mencheta, Spencer Locke, Boris Kodjoe, Wentworth Miller	Germany, France, United States, Canada, United Kingdom	January 1, 2020	2010	R	97 min	Action & Adventure, Horror Movies, Sci-Fi & Fantasy	The Undead Apocalypse continues as super-soldier Alice finds her way to a supposed sanctuary in Los Angeles, which may just be a deadly trap.
